,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
0,0.8856842054574489,1.0645644733667072,0.8913574856133094,6.066794450045264,1.3798732579356132,1.6475265491099205,105.55927427419853,6.116167868108734,0.8127070805719789,6.450245055988171,1.2706618551221285,4.1484871941377924e-05,0.0006215504788100464,0.0008588565732048032,0.0013239022055712385,0.004620580974881458,0.008514343145341989,0.018568884968388367,0.026084169323286565,0.03217538372049958,0.0398215638756129,0.04300822337241081
1,0.8868278322948788,1.0726418827078237,0.8886535310105672,6.070188486414654,1.3788069698880074,1.6540324041784142,105.39631933760008,6.119188450880672,0.8202597295477958,6.467225022431399,1.2649961328056822,6.341061389237733e-05,0.0008266593855921818,0.0008985219853934811,0.0011555421290213325,0.003821701684158726,0.007337856386093416,0.017154760807444328,0.02446109145061041,0.031114168943135644,0.039317168241749925,0.04254437462540155
2,0.89117470848067,1.0646156401523477,0.8853169515532611,6.05618884342289,1.3831907468282016,1.6506946058953824,104.97393020973574,6.0384193657800695,0.8230011103174668,6.386964336004846,1.2649446245615255,0.00012813261539628632,0.0007211931397694673,0.0011327519385764585,0.0014870140657922387,0.003795606507195311,0.007608236728708409,0.0169779195631493,0.024086811358498127,0.03051353203902224,0.03834962224563975,0.041583202968804724
3,0.8932563035435669,1.066299395088142,0.8835645885583798,6.060535298581489,1.386003803629894,1.65194637683473,105.51595885504291,6.049223745410229,0.8227201801325523,6.395042777958455,1.2689280096835163,0.00023028669914915216,0.0006911995741279154,0.0010728032473796886,0.0012996520000751579,0.003950946351054409,0.00775959962513495,0.017424418311697942,0.02483271015322991,0.03148254724618312,0.03947604590901446,0.042903210664742765
4,0.8899911734969388,1.0567773316953433,0.8911698004563844,6.063482631332552,1.3710085311688684,1.6433438064618267,105.14601084357867,6.132262803873967,0.8218182702925009,6.487339442868178,1.2679621420207852,0.000175553991369576,0.0006349667967359577,0.0009519203606418032,0.0013909290622270388,0.0039775055752381315,0.008058215545921664,0.0178509482367561,0.0253133174335928,0.03169291181561765,0.03939970285883438,0.04239619875309692
5,0.8872283162332752,1.0616330123491518,0.8910872316370522,6.065549128226747,1.3772181683392704,1.6490461683388735,105.12050156049565,6.103476372678042,0.8208114980795937,6.484402583961293,1.2700611960333879,3.984942570712854e-05,0.0005297590865295574,0.0009144355072067124,0.0014458302519748042,0.004089095373904577,0.008041774405433423,0.018033004920270865,0.02548987234258698,0.031872081953631844,0.039886734980953416,0.0432121652624916
6,0.8955933531738802,1.061244940067866,0.88119982044335,6.060227709454105,1.3893564191694516,1.6562696167348698,104.82708148604083,6.038918598958307,0.8237125165959971,6.419208753615188,1.2673343326103774,0.0001408598723606873,0.0007004777294250376,0.0010629951928743033,0.0013423813418273643,0.004064591529214245,0.007887295044334596,0.017670655548278836,0.025067762033721606,0.03150159138897678,0.039181876532565794,0.042211389731890016
7,0.8914068517031334,1.0643079721269728,0.8931360255214286,6.063806307726309,1.3747981312712123,1.6507023447345823,105.35866314720364,6.1003076600382915,0.819543453318942,6.413870535329758,1.2687431671149731,0.00010321531335459964,0.0008205740554784855,0.000980809309518101,0.0012649054281553703,0.003685759397528664,0.007346068874038603,0.016611158169161682,0.023810061515014833,0.030337750515518496,0.038340532902191894,0.041613571355972136
8,0.8973625240376251,1.064071575915618,0.8778667273147743,6.059921150672819,1.3944536214825902,1.6571952112213726,105.23399443869364,5.968825328541529,0.827482060424187,6.3459477921706275,1.2635762603266778,0.00014778758216802716,0.0007874992384476212,0.0011230519151615777,0.0013452437126644367,0.00395410506622074,0.007651646325700681,0.01681196231821494,0.023945823757299478,0.03056222612630754,0.03854819656998372,0.04203064282698121
9,0.8904965301109553,1.0651692391461158,0.88054055737025,6.060556038241936,1.386944015737163,1.6653260027183994,104.88385338914173,6.047712671077842,0.8206073462045026,6.383523845388745,1.2669092726744582,3.4680358539391854e-05,0.0005023020095653373,0.0008642471052378532,0.0011942500541841411,0.003971114534336859,0.007843453971983879,0.01780072439649893,0.025388996998165797,0.031914750928901996,0.03989058334519574,0.04311768856012406
10,0.8952613599563465,1.0667370062161614,0.8874542580913173,6.059887218651059,1.3834372986734966,1.6461584295680098,105.53125317129371,6.055928168466915,0.8253005768263869,6.406230568844753,1.2679419933472875,0.0001605219346927145,0.0007630396508999508,0.0010753647786588484,0.0014478474168584288,0.0037683611054174703,0.007505166337332039,0.016991812876597564,0.024215201967646954,0.03069845901901841,0.03856084705474069,0.04202919298537123
11,0.8946230615149786,1.0619845080566326,0.8803316765572736,6.060470758247729,1.3898528993745567,1.6631866924034195,104.63376008693848,6.009789269592626,0.8272486443358685,6.382464060879965,1.2618413046641899,0.00010649086943738025,0.0007201603810394772,0.0010792988556741598,0.0011410117049122682,0.00370330701281153,0.007708824775739834,0.017298034296234957,0.02475022484994556,0.03132259502574636,0.039448920596464224,0.04249956497889518
12,0.8986079192427481,1.056781772245895,0.8803324821955669,6.064123777139143,1.3896300324096253,1.6468025326655098,104.97168360086275,6.027845068584081,0.8295716917726671,6.410503554750339,1.2639108257761387,0.0002658901881144769,0.0007904148644385856,0.0009909707892699585,0.0013347372273663982,0.003854597929005061,0.0077464707719890665,0.01695626637305243,0.024364764069816962,0.031153412169661342,0.03936390618071955,0.04259730698706266
13,0.8915413323916169,1.062015247251896,0.8893608658227687,6.060281209262994,1.3802608162975232,1.6414556669848934,104.92036209286208,6.059499812913714,0.820926142271088,6.442412378395911,1.2676235153538222,0.00017335315869410468,0.0006598282372828242,0.0008576026881123454,0.001417444043349704,0.004076042947229109,0.0076954889984613105,0.017406665654169567,0.024817559558717214,0.03145366171740042,0.039371359436851196,0.04276939612032713
14,0.8899767068135235,1.0650098854907584,0.8878155101807537,6.068459736450265,1.3802745047422293,1.6500318763395891,104.84485711053007,6.06868628335685,0.8243171040906133,6.393170895179093,1.2714816366099786,7.017613731647868e-05,0.0006833690520220442,0.000988460794189449,0.0014377737639945957,0.003985104606234888,0.007741567884556494,0.017217179705784208,0.024333716296464122,0.03079771994495769,0.03865995307129723,0.041934153653935685
15,0.9017679495255421,1.0553683068403226,0.8866081928515693,6.059099911608217,1.3824437744086304,1.6471169695762329,103.71515453152918,6.046614411139933,0.8313338464536556,6.390936650258257,1.2653409684220935,6.657667661716814e-05,0.0008260663996079284,0.0010197007222817421,0.0013393518701115823,0.0034310155628169206,0.007177387114332832,0.016473329105015897,0.023470393259321074,0.03008975277006668,0.038016851808029814,0.04125309481154217
16,0.8924009178167177,1.0621508841261036,0.8852580546405542,6.059838269275815,1.3825377215368684,1.650894471740639,104.189938973564,6.048967036344935,0.8216629134750707,6.401246842962704,1.2656356442067338,4.9514335158657454e-05,0.0006881555511599025,0.0010639575577216414,0.0013594962566074685,0.003679151889193671,0.007256149258775057,0.01656580947157812,0.023784600975712996,0.030373422318712366,0.038380110253205695,0.041827085686929
17,0.8982880573215041,1.0678538415650918,0.8827391095500592,6.057097235423029,1.3867535054017683,1.659755067445705,105.03087876774057,6.056719979127313,0.8269059852449218,6.343794316141243,1.2628417813352888,9.838693674467277e-05,0.0006778340575198672,0.0009178697322696651,0.0011794160562046208,0.0035839782603070912,0.00752394280106441,0.01724791386623024,0.024169964794835953,0.030610386225737543,0.0385140368746635,0.04150086368625859
18,0.8880468764878781,1.0620565909284447,0.8859259397427636,6.063640124714028,1.382289639552693,1.6440597555511958,104.86856551651992,6.073122883462597,0.8206386112518368,6.420719883884075,1.2719123012762157,6.624024627653599e-05,0.0006178877746443544,0.0007798663472815647,0.001336862862678387,0.0040931678836851225,0.007686459142530138,0.01751067111647715,0.024587652757996868,0.031007409962958855,0.03863706075946197,0.04203063950149454
19,0.8830522862026159,1.067627924717127,0.8853426583717515,6.060498116436374,1.383265687199838,1.6564488129322397,105.39346688115769,6.077051457023112,0.8179308109285925,6.377594049299354,1.271044710522075,4.7991326799688224e-05,0.0005381243626114509,0.0007446114104043001,0.001390245973113005,0.0037556717641841287,0.007555980623901913,0.016923681332631446,0.024136839854110345,0.030731686238063657,0.038698566359488956,0.04214267319589772
20,0.8966785775941424,1.066310420929959,0.8839849330141502,6.057764201351406,1.387077389018351,1.6564175153847378,105.42334408639204,6.048725481283959,0.8210029221175097,6.391901726256958,1.265914310189835,0.00011925170737741198,0.0008295311348182103,0.0011423205710499108,0.0012942026322098597,0.004053568566436936,0.007872053411950273,0.017633967252682587,0.02504023110827744,0.03166176065782622,0.039334094839805954,0.0424764941391453
21,0.8973610605136958,1.0643822034849746,0.8849788584865845,6.057878962366926,1.3858014980947642,1.6570530211173846,105.19904874033249,6.074804276773249,0.8265095783517866,6.408610649665564,1.268820275882213,0.00012514448511842237,0.000684787526307444,0.0010065520462604052,0.0015584872052610162,0.004128878389452205,0.008219379638292924,0.0176986837866887,0.024581603018802408,0.030464097901482995,0.038097172955652674,0.0411774982278532
22,0.8941758288680886,1.056406312996298,0.8873252142607948,6.0620237733459765,1.3818014196991903,1.6373116434332267,103.76501207094469,6.08578913991034,0.8212244878673864,6.439147694665609,1.2668880861732792,6.1006091451511564e-05,0.0010225178600471454,0.0011231263906705407,0.001341305232695009,0.004006801437298576,0.008043571890971234,0.017621386698776876,0.024765322083574803,0.03126424742632642,0.0392038958518973,0.04245943387042509
23,0.9005954232662796,1.0604283364342209,0.8849525723191649,6.061484760059044,1.3831192870085856,1.656023821094008,104.58300686550368,6.010628224294289,0.8254680765968643,6.393824188138305,1.2631937622746796,0.00022093555900076615,0.0008906612886958325,0.0013188481791896085,0.001424654083518702,0.004005768890927829,0.008388743226561232,0.0180869899608415,0.025419479539674994,0.031800771797094333,0.039462102421730906,0.04247928561660672
